time_epoch_s,time_local,t_elapsed_s,meas1_raw_dBm,meas2_raw_dBm,meas3_raw_dBm,meas1_corr_dBm,meas2_corr_dBm,meas3_corr_dBm,sim_ref_W,sim_ref_dBm,sim_fwd_W,sim_fwd_dBm,sim_tx_W,sim_tx_dBm
1760697367.507812,2025-10-17 12:36:07,40.919561,-62.0902669,-68.5124687,-61.52672,-62.0902669,-68.5124687,-61.52672,0.0028039454169055066,4.477695551692751,10.000000000000002,40.0,0.6445269489364096,28.09241080773508
1760697367.516814,2025-10-17 12:36:07,40.928562,-62.0902669,-68.5124687,-61.7824183,-62.0902669,-68.5124687,-61.7824183,0.0027833682606978626,4.445706705842419,10.000000000000002,40.0,0.6446076516367627,28.092954563793885
1760697367.541811,2025-10-17 12:36:07,40.953560,-62.0902669,-68.4299625,-61.7824183,-62.0902669,-68.4299625,-61.7824183,0.002726825674086194,4.3565737439106265,10.000000000000002,40.0,0.6448309845106923,28.094458974054692
1760697367.554813,2025-10-17 12:36:07,40.966561,-62.0832313,-68.4299625,-61.7824183,-62.0832313,-68.4299625,-61.7824183,0.002697944319585165,4.3103298242022845,10.000000000000002,40.0,0.6449459692242743,28.095233328513416
1760697367.568813,2025-10-17 12:36:07,40.980561,-62.0832313,-68.4299625,-61.8609117,-62.0832313,-68.4299625,-61.8609117,0.0026671800672448415,4.260523368638335,10.000000000000002,40.0,0.6450691406648645,28.09606266263096
1760697367.586811,2025-10-17 12:36:07,40.998559,-62.0832313,-68.2695504,-61.8609117,-62.0832313,-68.2695504,-61.8609117,0.0026281134348876277,4.196441063529505,10.000000000000002,40.0,0.6452265980058618,28.097122618928115
1760697367.595816,2025-10-17 12:36:07,41.007564,-62.087356,-68.2695504,-61.8609117,-62.087356,-68.2695504,-61.8609117,9.607344480865974,39.82603363040274,0.0,,0.6404896320577317,28.06512103984593
1760697367.607895,2025-10-17 12:36:07,41.019643,-62.087356,-68.2695504,-62.4084366,-62.087356,-68.2695504,-62.4084366,9.51278750154735,39.78307795502543,0.0,,0.6341858334364902,28.02216536446862
1760697367.638897,2025-10-17 12:36:07,41.050645,-62.087356,-68.3988421,-62.4084366,-62.087356,-68.3988421,-62.4084366,9.273422916123895,39.672400663127526,0.0,,0.6182281944082597,27.911488072570712
1760697367.646894,2025-10-17 12:36:07,41.058643,-62.0897075,-68.3988421,-62.4084366,-62.0897075,-68.3988421,-62.4084366,9.212943387607156,39.6439840248528,0.0,,0.6141962258404772,27.88307143429599
